Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
France,Gruner Isabelle,Osteopathe,Dijon,06 28 05 39 75,,4.2,5,"professionnel, efficace",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Je viens d'appeller avec le numéro qui s'affiche sur google maps pour un rdv et il se trouve que c'est le téléphone perso, du coup"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"6 Rue de la Cité, 21000 Dijon, France",https://maps.google.com/?cid=10284910226919059724,,,,"Je viens d'appeller avec le numéro qui s'affiche sur google maps pour un rdv et il se trouve que c'est le téléphone perso, du coup ""merci au revoir"".  🤨 Je suis restée assise. Elle ne m'a pas donné so"
France,Hôtel Dauphine - Dijon Centre Gare - Accès Autonome 24/24 - Boîte à Clés & Gardien - Parking Public Dauphine,Hotel,Dijon,06 95 27 43 17,,4.3,22,"propre, reactif, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"12 Rue Jules Mercier, 21000 Dijon, France",https://maps.google.com/?cid=5746577580570568977,,,,"Un petit radiateur dans une chambre mal isolée avec une porte donnant sur la terrasse sans serrure...nous étions congelés. Cadeau de nouvelle année : une bronchite !
Nota bene : un rideau de douche po"
France,GARAGE MARCIANO,Garage,Dijon,07 77 84 65 07,,4.4,64,"reactif, ecoute",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"9 Rue Charles Mazeau, 21000 Dijon, France",https://maps.google.com/?cid=8108989569871556332,,PMR,,"Prestation très mediocre. Si vous n'y connaissez rien en mécanique et si vous êtes une femme, evitez ce garage.
O étoile mais j'ai du en mettre une pour dire mon avis | Ma fille a  effectué des réparations, il lui change une roue et celle-ci n'était pas correctement serrée,  il lui garde l'écrou antivol et pour finir le triangle de direction qu'il a changé était lui"
France,"Abondance florale, Les Nymphéas - Dijon / Longvic",Fleuriste,Dijon,06 15 11 27 59,,4.4,247,"accueil, qualite, sympathique",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"Fleuriste, 22 Rte de Dijon, 21600 Longvic, France",https://maps.google.com/?cid=17790209703588959165,,"livraison, PMR",,
France,Vert tige,Fleuriste,Dijon,06 82 65 93 56,,4.2,50,accueil,les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Très jolie boutique, avec du choix et tarifs abordables"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"37 Rue d'Ahuy, 21000 Dijon, France",https://maps.google.com/?cid=18089868845085998771,,"livraison, PMR",,"Malgré un accueil agréable et une jolie boutique, le bouquet offert à mon épouse n'aura duré que 2 jours dû à la fraicheur des fleurs. Fort dommage pour un bouquet à 50 euros ! Les mimosas étaient qua | Plusieurs bouquets achetés dans cette boutique et les fleurs ont tenu à peine une journée. De même avec un arrangement qui au bout de moins de 24 heures était déjà fané et les fleurs perdaient leurs p"
France,Panier Darcy,Epicerie,Dijon,06 13 47 80 28,,3.4,32,,l'organisation des rendez-vous cree de l'attente,"2 de vos clients sur Google se plaignent du meme probleme : l'organisation des rendez-vous cree de l'attente. Un d'eux a meme ecrit : ""les jeunes des collèges et lycées alentours se refile le tuyaux"" C'est frustrant, ce qui frustre vos clients fideles. La solution : un systeme de reservation en ligne qui evite les embouteillages.",NON,"28 Rue Devosge, 21000 Dijon, France",https://maps.google.com/?cid=14635892682825214875,,livraison,,"Comme certains commentaires ici : mon fils de 15 ans se fournit en vapotes , puff, JNR , peu importe le nom : la vente aux mineurs est ILLÉGALE et donc REPREHENSIBLE puisque cela représente un DANGER  | Ma fille mineure a achetée une puff là bas alors que c'est illégal
On lui a demandée son âge 15 ans, sa carte d'identité qu elle n avait pas et si ses parents étaient au courant mais bien sur! C'est p"
France,NIGHT SHOP MONGE,Epicerie,Dijon,06 03 32 26 20,,4.5,11,"accueil, propre, ecoute",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""marrant pour une épicerie ouverte « 7j/7 »"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"65 Rue Monge, 21000 Dijon, France",https://maps.google.com/?cid=6560721922072588674,,livraison,,te demande de l’espèce et pas de carte bancaire à partir de minuit sinon il prend pas. marrant pour une épicerie ouverte « 7j/7 »
France,Épicerie de nuit NIGHT MARKET,Epicerie,Dijon,07 67 82 57 17,,4.0,5,propre,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"51 Rue Berbisey, 21000 Dijon, France",https://maps.google.com/?cid=6911671221129823759,,livraison,,N'existe pas
France,L'etudiant,Kebab,Angers,06 11 46 87 42,,4.5,93,"delicieux, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"15B Rue de la Chalouère, 49100 Angers, France",https://maps.google.com/?cid=6391889722053190207,,"a emporter, sur place, dejeuner",,"Abominable, une reconversion pourrait résoudre le problème. Serveur aimable, mais j’ai du mal à qualifier le kebab de nourriture. | A éviter le pain est vraiment pas bon, il n'y même pas de broche à kebab on ne sait pas d'où sort la viande. J'ai été malade pendant 24h (maux de ventre). Ceci dit le monsieur est agréable mais la sym"
France,Kebab Chez Husko,Kebab,Angers,06 29 39 74 30,,4.5,136,"rapide, efficace, maison",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Le kebab mérite de fermer"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"Pl. du Chapeau de Gendarme, 49000 Angers, France",https://maps.google.com/?cid=14103314647108775561,,"a emporter, sur place, dejeuner, diner",,"déjà il fait payer 7€ le kebab sans la boisson il m’a mit en mini kebab avec 7 frites vraiment je vous jure a déconseiller, j’ai eu des cheveux dans mon kebab !! pas rentables, j’avais encore faim ! L"
France,Boulangerie des Carmes,Boulangerie,Angers,07 82 66 45 92,,4.6,506,"qualite, accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"21 Bd Henri Arnauld, 49100 Angers, France",https://maps.google.com/?cid=11332123074429953116,modere,a emporter,,"J'ai acheté une boule de campagne farine de seigle. On ne m'a pas proposé la coupe en tranche, quel regret a découper la mie est très épaisse, pain lourd. Gout ""farineux"". Dommage car jolie boulangeri"
France,La Belle Fournée,Boulangerie,Angers,07 59 64 62 77,,3.9,147,frais,les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""- une 4 parts pour le prix d'une 8 Parts"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"90 Rue des Artilleurs, 49100 Angers, France",https://maps.google.com/?cid=8679219605903956142,,"a emporter, PMR",,"Galette des rois très chers pour ce que c'est. Juste aucun goût. Passé votre chemin pour cette fête...

Et t'en que grand consommateurs de galette des rois  (je consomme +20 galettes des rois de diffé | Venu pour acheter deux galettes briochées pour plus de 30 euros en espérant qu'elles soient bonnes. Résultat:  J'ai grandement envie d'y retourner pour me faire rembourser. Galette fraîche du matin, s"
France,Electricien Angers VOLTMAN ASSIST,Electricien,Angers,07 80 97 85 45,,3.8,20,"efficace, rapide, professionnel",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Aucune indication sur le tarif depannage"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"31 Sq. des Anciennes Provinces, 49000 Angers, France",https://maps.google.com/?cid=1736331084649912803,,,,"Arnaque ,a fuir plus plus
Aucune indication sur le tarif depannage
Grosse surprise, 240 euros..
On nous indique que le ballon d'eau chaude est a changer  moyennant 1000 euros..
Nous refusons.
Échanges"
France,AFG NIGHT SHOP,Epicerie,Angers,07 80 00 72 21,,4.3,11,gentil,vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Pourquoi vous marquez que vous êtes ouvert le lundi soir alors que non"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"49 Rue Beaurepaire, 49100 Angers, France",https://maps.google.com/?cid=3335917959196095455,,livraison,,"M'ont fait payer trop cher, abusé | Pourquoi vous marquez que vous êtes ouvert le lundi soir alors que non ?"
France,Prends en de la graine,Epicerie,Angers,06 41 90 22 23,,4.6,35,"accueil, chaleureux, frais",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Super d'avoir ce magasin vegan, malheureusement nous avons quasiment tout jeté parce que c'était mauvais"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"51 Rue du Mail, 49100 Angers, France",https://maps.google.com/?cid=2447362615198036977,,livraison,,"Super d'avoir ce magasin vegan, malheureusement nous avons quasiment tout jeté parce que c'était mauvais."
France,O'Pizz Nîmes,Pizzeria,Nimes,07 64 76 52 85,,4.6,231,"accueil, efficace, ecoute",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Extrêmement déçus, nous avons choisi ce restaurant suite aux avis très élogieux qui en était fait et à son aspect propre lors de n"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"58 Rue Notre Dame, 30000 Nîmes, France",https://maps.google.com/?cid=11875277132994866207,,"livraison, a emporter, sur place, dejeuner, diner",,"Extrêmement déçus, nous avons choisi ce restaurant suite aux avis très élogieux qui en était fait et à son aspect propre lors de notre arrivée, au final ni la taille des sandwichs ni le goût en généra | passé votre chemin
pain de mauvaise qualité
pizza blindé de fromage tres peu garni en viande
c est la roulette russe depuis que l ancien proprio a vendu  avant c étais toujours top
maintenant c est ma"
France,Burger night 30,Kebab,Nimes,06 02 56 36 48,,3.9,100,,les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Pizza savoyarde à revoir: pas de reblochon, lardon très gras, inmangeable, cru donc ça donne mauvais goût"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"46 Rue de la République, 30900 Nîmes, France",https://maps.google.com/?cid=11868163779706656652,,"livraison, a emporter, sur place, dejeuner, diner",,La spécialité des livreurs est visiblement de laisser tourner son véhicule à plein moteur et de stationner en bande avec des adolescents en gloussant et en racontant sa vie à tue-tête en pleine rue à  | Je recommande à personne ils sont absolument pas sérieux j’ai commandé j’ai attendue 1h ma commande est jamais arrivé 1er et dernière fois
France,Tacos grill burger,Kebab,Nimes,06 13 89 51 13,,3.8,135,"qualite, delicieux, savoureux",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Bonsoir je suis passé chez vous prendre une assiette de kebab à emporter sauce blanche un petit gobelet et la viande sec les frite"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"39 Rue de la République, 30900 Nîmes, France",https://maps.google.com/?cid=14440987127737354730,,"livraison, a emporter, sur place, dejeuner, diner, PMR",,Bonsoir je suis passé chez vous prendre une assiette de kebab à emporter sauce blanche un petit gobelet et la viande sec les frites soit disant fraîche je regrette d’avoir été chez vous extrêmement dé | Horrible j’ai commander un tacos avec du poulet tout cramer dedans sec sans sauce les frites n’en parlons pas toute froide et molle les quantités sont ridicules plus ils oublie des article dans les co
France,WOOD GRILL KEBAB,Kebab,Nimes,06 13 41 75 27,,4.6,54,"accueil, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"26 Rue de la République, 30900 Nîmes, France",https://maps.google.com/?cid=16996736001958504613,,"livraison, a emporter, sur place, dejeuner",,"Je n’ai pas réussi à fini c’est vraiment dommage la viande n’est pas bonne beaucoup de morceaux élastique de gras ou dur, je sais pas si c’est une broche faite maison mais en tout cas de mauvaise qual | Une honte franchement le pire kebab que j'ai mangé. Pourtant je suis venue exprès pour cette façon de cuir la viande de kebab. Plus de choux car les clients n'aiment pas alors que c'est la base. Plus"
France,Bernimois,Kebab,Nimes,07 83 66 00 65,,4.0,420,"qualite, accueil, souriant",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"161 Cr Jean Monnet, 30900 Nîmes, France",https://maps.google.com/?cid=10039302603191793905,,"livraison, a emporter, sur place, dejeuner, diner, click&collect",,
France,Ô Dream,Kebab,Nimes,06 88 23 14 24,,4.6,79,"qualite, accueil, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"1997 Av. Marechal Juin, 30900 Nîmes, France",https://maps.google.com/?cid=12112465959287857505,,"a emporter, sur place, dejeuner, diner",,
France,Tacos montcalm,Kebab,Nimes,06 52 76 22 93,,3.3,40,"gentil, qualite, delicieux",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Fuyer se snack  14 Ball le kebab  sur delivero je reçois  ça le mec ne répond pas au téléphone  et croi moi jvai te faire une répu"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"18 Rue de la République, 30900 Nîmes, France",https://maps.google.com/?cid=14771383832896749368,,"livraison, a emporter, sur place, diner",,"Je suis une habituée de ce fast-food et j'y allais presque chaque semaine, notamment pour des tacos végétariens avec uniquement des frites. En général, l'expérience était assez agréable, mais une situ | Je suis allé consommer aujourd'hui une portion de frites provenant de ce snack et 30 minutes plus tard je fûs pris de violentes nausées et de douleurs au ventre..

Je ne recommande pas ce restaurant."
France,Le H24,Kebab,Nimes,07 51 21 05 80,,4.0,41,"professionnel, qualite",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Franchement pas top, mais bon pour le prix qu’on paye faut pas s’attendre à mieux"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"33 Rue de la République, 30900 Nîmes, France",https://maps.google.com/?cid=4151170762027963937,,"a emporter, sur place, vegetarien, click&collect, PMR",,"On arrive à 14h, j'hésite quoi choisir, il nous dit qu'il ferme dans 10min. Ça commence bien, pour une enseigne qui s'appelle H24...  Je demande un composé, je la reçois plus de 30min plus tard alors  | J’ai pris une pizza et des croutis camembert.
Franchement pas top, mais bon pour le prix qu’on paye faut pas s’attendre à mieux.
Je vous conseille de mettre 5€ en plus et d’aller dans une bonne pizzer"
France,Le Carré Gourmand,Kebab,Nimes,07 67 25 03 75,,3.4,123,"accueil, rapide",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Il faut vraiment fermer cet endroit"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"46 Bd Victor Hugo, 30000 Nîmes, France",https://maps.google.com/?cid=9915087121403764658,,"livraison, a emporter, sur place, vegetarien, petit-dej, dejeuner, diner, PMR",,Frite cru juste huileuse j'ai pas pu manger mon américain un scandale 14 euros dans le vent plus jamais | Je n’ai jamais mit de commentaire de toute ma vie sur un restaurant. Mais celui-ci est à éviter. Plus jamais ! J’ai bien précisé au monsieur que je ne voulais pas de frite dans mon tacos car je n’en m
France,Ô Snack St Cesaire,Kebab,Nimes,07 49 62 78 46,,4.4,49,"propre, sympathique, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"25 Rue de Mascard, 30900 Nîmes, France",https://maps.google.com/?cid=2021196028170969027,,"livraison, a emporter, sur place, dejeuner, diner",,"Franchement proche du sud les épices il l’es connais pas , pas de goût pas assaisonné à refaire une formation cuisine le tacos dégoulinant | Je voulais tester car y’a que des bons avis et je suis vraiment déçu de ce que j’ai reçu, j’ai prit le menu Big Mac et des nuggets et les images parlent d’elle-mêmes je me sens arnaquée"
France,ÔCHWAYA Restaurant,Kebab,Nimes,07 83 22 66 06,,4.5,277,"accueil, chaleureux, rapide",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Franchement, à ce prix-là, on s’attend à mieux"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"33 Av. du Général Leclerc, 30000 Nîmes, France",https://maps.google.com/?cid=8668287194523771469,,"livraison, a emporter, reservable en ligne, sur place, petit-dej, dejeuner, diner, PMR",,"Plus de 50€ de commande sur UBER, livrée à l’ICG, sans un seul couvert… Peut-être qu’ils pensaient que je devais manger avec les doigts ? 😅 Et 3€ pour une portion de frites miniature, j’ai cru que c’é"
France,Maison busquet,Traiteur,Nimes,06 40 64 56 69,,4.3,37,"accueil, maison, sympathique",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"13 Rue Guizot, 30000 Nîmes, France",https://maps.google.com/?cid=17713381370982340394,,"livraison, a emporter",,"Incroyablement déçu de ma commande dans cette épicerie, pour un total de 30€ nous ne mangeons rien. Deux coucous 3 viandes commandé, seulement deux viandes y sont présente, les légumes sont en conserv"
France,Maison Amara,Boulangerie,Nimes,07 82 92 88 43,,4.2,203,"qualite, accueil, serieux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"16 Rue des Fourbisseurs, 30000 Nîmes, France",https://maps.google.com/?cid=10012048121425229691,,"a emporter, petit-dej, PMR",,
France,La douceur de l'Artisan,Boulangerie,Nimes,07 69 82 26 69,,4.0,141,"accueil, chaleureux, delicieux",les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""La vendeuse a cependant été agréable et a su me dire de quoi était composée chaque pâtisserie ainsi que le prix car rien de cela n"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"127 Rte d'Alès, 30900 Nîmes, France",https://maps.google.com/?cid=2221189840771126810,,a emporter,,"Déçue de l’expérience, trompe l’œil mal réalisés avec finitions très grossières (l’œil n’est clairement pas trompé) ce n’est vraiment pas beau et pas ce que l’on peut attendre d’un trompe l’œil. Conce | Très déçu. Niveau hygiène, c’est inacceptable : les produits sont servis à la main, sans gants, sans pince ni protection. En boulangerie, le respect des règles d’hygiène est essentiel, surtout quand o"
France,Maison Jailliard,Boulangerie,Nimes,06 74 56 69 72,,4.4,124,"accueil, delicieux, excellent",l'organisation des rendez-vous cree de l'attente,"Un de vos clients sur Google signale que c'est l'organisation des rendez-vous cree de l'attente. Un d'eux a meme ecrit : ""Même si l'accueil est chaleureux et attentionné, les prestations proposées ne reflètent pas ce que l'on peut attendre d'un établis"" C'est frustrant, ce qui frustre vos clients fideles. La solution : un systeme de reservation en ligne qui evite les embouteillages.",NON,"2 Rue des Lombards, 30000 Nîmes, France",https://maps.google.com/?cid=16797822562945481069,,"a emporter, sur place, petit-dej",,"Nous avons été très déçus des pâtisseries. Tellement grasses et sucrées que nous avons été barbouillés durant des heures après la dégustation. Aussi j'ai un sérieux doute quant à la fraîcheur car les  | Comment dire : pour y être allés spécialement pour le brunch du samedi matin, nous avons été déçus par la publicité réalisée dans les médias, les pages appétissantes du site Web et la réalité de l'off"
France,La Petite Gourmandise,Boulangerie,Nimes,06 69 07 81 11,,4.6,24,"excellent, qualite, delicieux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"43 Rue de l'Occitanie, 30000 Nîmes, France",https://maps.google.com/?cid=12623432061564820831,,,,
France,Boulangerie Pâtisserie HW,Boulangerie,Nimes,07 66 57 99 55,,4.3,82,,impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Cheveux retrouvés dans l’emballage d’un sandwich, pâtisseries mal cuites avec l’intérieur encore cru, trompe-l’œil à la finition p"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"108 Rte d'Uzès, 30000 Nîmes, France",https://maps.google.com/?cid=13476345190346970076,,,,"J’avais l’habitude d’aller à HW de la route d’Alès et je n’ai jamais été déçu. Depuis que j’ai emménagé route d’Uzès, je me suis rendu plusieurs fois dans cette boulangerie et, malheureusement, l’expé | Je vous déconseille cette boulangerie.
La vendeuse ne connaissait absolument pas les produits qu’elle vendait.
Nous en avons eu pour 17€, la pizza est bof, on nous a vendu un suisse en nous disant c’e"
France,Les délices du mas,Boulangerie,Nimes,07 51 16 01 66,,4.1,29,"accueil, delicieux, excellent",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Mettre les horaires à jour sa va pas vous tuez au mieux de ns faire déplacer pour rien"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"1294 Rte de Courbessac, 30000 Nîmes, France",https://maps.google.com/?cid=9438360519216097078,,"a emporter, PMR",,"Une boulangerie qui a été reprise, mais rien à voir avec la qualité d'avant.Une jeune fille à l'accueil,qui n'a pas trop l'air de s'y connaitre dans les produits proposés et vendus nullement convainca | Mettre les horaires à jour sa va pas vous tuez au mieux de ns faire déplacer pour rien ! Déjà que sa laisse à désiré alors quand sur Google maps c marqué que vous êtes là seule ouvert alors que nan c"
France,BOULANGERIE FRIDA,Boulangerie,Nimes,07 58 86 03 01,,4.4,42,"qualite, accueil, frais",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"2 Rue de la Posterle, 30000 Nîmes, France",https://maps.google.com/?cid=181892992397893771,,a emporter,,
France,La Graine d'Or,Boulangerie,Nimes,06 13 65 01 26,,4.2,58,"accueil, qualite",les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Pour le prix de 1,50€"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"75 Av. du Général Leclerc, 30000 Nîmes, France",https://maps.google.com/?cid=17716169052024265455,,"a emporter, PMR",,"Dernière fois que je viens ici, j'ai payé 14 euro pour 4 mini gâteau mais vraiment minuscule, 1 montécao et un canette fait pas déconner a un moment donner! Il profites du ramadan pour te vendre les g | Bonjour cette boulangerie et juste top la vendeuse toujours souriante
Et a l'écoute du client sa fait plusieurs fois que je commande des gâteaux d'anniversaire pour mes enfants et il sont juste incroy"
France,Beauty Hair Elegance,Coiffeur,Nimes,06 09 30 58 21,,4.6,47,"accueil, conseil, honnete",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Vous aurez mieux ailleurs pour le même prix"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"8 Rue Traversière, 30900 Nîmes, France",https://maps.google.com/?cid=2763174986656833656,,,,"HORRIBLE! 0 étoiles 🌟
Salon peut-être bien pour le brun mais surtout pas pour le blond !
Mes cheveux sont devenus élastiques, et le pire, c'est qu'aucun geste n'a été fait.Mes cheveux ont littéralemen"
France,ÉLITE BARBER NÎMES,Barbier,Nimes,06 28 75 80 25,,4.2,108,"accueil, propre, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"38 Av. Jean Jaurès, 30900 Nîmes, France",https://maps.google.com/?cid=5465321394476915404,,,,"Pire expérience de ma vie chez un coiffeur.

Je me suis fait charcuter, autant sur le résultat de la coupe qui n’est pas beau et même pas symétrique, je me fais entailler à l’oreille, dans le cou, à l"
France,Barber Cut,Barbier,Nimes,07 67 70 94 01,,4.1,90,"accueil, top, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"90 Av. Jean Jaurès, 30900 Nîmes, France",https://maps.google.com/?cid=6002406263713506800,,,,
France,The Barber Street,Barbier,Nimes,07 55 89 46 69,,4.4,43,"conseil, excellent",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""N'applique pas les tarifs affichés, c'est à la tête du client"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"54 Rte de Beaucaire, 30000 Nîmes, France",https://maps.google.com/?cid=17021236857961667739,,,,"N'applique pas les tarifs affichés, c'est à la tête du client . A part les dégradés ils ne savent pas couper des cheveux .

Je recommande pas . | Le coiffeur du milieu à lunette c’est un vrai boucher…"
